,Is Inappropriate,Message
3006,0,ever heard stephen miller
3007,1,maybe good kissing
3008,1,wanna take sweet date get pizza dinner slap as movie
3009,0,dallas
3010,0,help finish
3011,0,2 year since even kiss girl
3012,0,thanks like friend
3013,1,oh well gotta makeout shower silly
3014,0,yes
3015,0,fine thank
3016,0,well handsome
3017,0,true haha
3018,1,wife boyfriend black let turn sometimes
3019,0,hey
3020,0,yaaaaa looook realllll scared
3021,1,cuddle mood
3022,1,would ever let short dude hit
3023,0,ever skydived
3024,0,done anything today grandmother approve
3025,1,ugly girl easy
3026,1,yeah whenever masturbate
3027,1,send pic nothing crazy
3028,0,sure want know best thing though
3029,0,yeah haha
3030,1,typical move racist
3031,0,glad good night mine pretty good dream last night
3032,0,girl love sport country gal
3033,1,𝓨𝓸𝓾 𝓶𝓪𝓴𝓮 𝓶𝔂 𝔀𝓱𝓸𝓵𝓮 𝔀𝓮𝓮𝓴 eye 𝓷𝓸𝔀 𝓵𝓮𝓽 𝓶𝓮 𝓶𝓪𝓴𝓮 𝔂𝓸𝓾𝓻 𝓱𝓸𝓵𝓮 𝔀𝓮𝓪𝓴 fleur de li sparkle
3034,0,ok well going honest nationality really bye
3035,0,know flirt sorry
3036,1,nice got curious good cuddler
3037,0,hello gorgeous
3038,1,im sexual person
3039,1,dtf rn got 8 incher mouth love get sore foreplay
3040,1,super massive melon hang cock asshole filled fertile juice life
3041,0,marry dog
3042,1,like really aroused
3043,1,basically found size painful ever want try made feel really body conscious
3044,1,app full virgin trying get
3045,1,lookin le lonely night spend someone
3046,0,want chat text snap
3047,1,still virgin lol
3048,0,cause wish
3049,1,nice wanna suck dick
3050,0,love swimming waterpolo right long
3051,0,gif l1j9nrpoes7i54xnw gif mutual support gifs please update newest version mutual http media1 giphy com medium l1j9nrpoes7i54xnw 200w gif cid cecbee3717bb0837326648e289b55982a43b8c1bed9d8dda rid 200w gif
3052,1,yes show butt
3053,0,done something regret
3054,0,gif 3o7bu3hxaeqgi9sjqk gif mutual support gifs please update newest version mutual http media2 giphy com medium 3o7bu3hxaeqgi9sjqk 200w gif cid cecbee37f7c2c1468d2eef235d6f85a6d010a222388c7dc5 rid 200w gif
3055,0,whoa fast
3056,0,maybe
3057,1,far gone guy
3058,0,http cesletter org ce letter pdf
3059,1,good reason think foot cute small delicate could give softly kiss
3060,0,smart foh sound smart garbage
3061,1,soft lip fun
3062,0,would love get know
3063,0,interesting paradox put u
3064,0,hello
3065,0,uf
3066,0,girl
3067,1,u go lmaooo
3068,0,mature
3069,1,nah mutual sex lol
3070,0,need find better activity life
3071,1,aww something special hard
3072,0,ever
3073,1,question active church ask active want see could possibly match much partier rarely drink would want follow law chasity dating somebody
3074,0,sorry done bad done bettee
3075,0,california
3076,0,presently finish 6months medical program practicing yet married finish school listed desire man
3077,0,cute
3078,1,lol ever need mouth mouth got
3079,0,supposed head yeah smart transit need food suggestion let know
3080,0,nice
3081,1,yeah like hot kind selfies
3082,0,said one video chat
3083,0,siempre sido una persona que da todo de sí abre su corazón cuando siente hacerlo
3084,0,ha ok
3085,0,scary date
3086,0,ok chill
3087,1,stroke slowly
3088,0,big
3089,0,come one
3090,0,let go romantic walk hold hand date whole corona go away
3091,1,sin tetas
3092,1,lol yes want kiss haha
3093,0,snap
3094,0,lost
3095,1,last asked money one wanted hook thank judging need thanks interest
3096,0,sorry bored
3097,0,yes
3098,0,thing
3099,0,asking tho sound somehow
3100,0,said fun
3101,1,haha dang ok eat
3102,0,21 turning 22 may
3103,0,hehe would nice
3104,0,awwwe
3105,0,busy chat
3106,1,hook
3107,0,see
3108,0,yeah like star war jurassic park
3109,0,diagnosed epilepsy 8
3110,1,hahaha yeah kinda rude
3111,1,may bilingual show gift tongue
3112,1,look dude seemed interesting swiped ya asking dtf made lose interest also super disrespectful disgusting
3113,1,love big fat fucking cow as bitch
3114,0,blown away getting roasted
3115,1,mostly charged public nudity masturbate urination etc
3116,0,nobody anything better
3117,0,alabama
3118,0,ok chicken waffle amazing sound like weird combo surprised good
3119,0,oof
3120,1,fun asf love tbh
3121,0,le duele eso
3122,1,yes bed naked day
3123,0,really love jordan river temple mount timpanoggas temple
3124,1,clean way ask sleep
3125,1,fuck hot really like dominating girl
3126,0,though
3127,0,scammer lol
3128,0,like gonna one first thing ask lol even ask studying work nothing
3129,0,oi
3130,0,nvm seem preoccupied
3131,1,either body hair pubes
3132,0,awe cute
3133,0,american country originally
3134,0,jerk way make friend
3135,0,melania trump
3136,0,school made u leave first time luving utah
3137,0,calling sensitive cover fact jerk since start
3138,1,cover face cum
3139,0,also woke fat nap
3140,0,mean
3141,0,originally
3142,1,believe terrible person keep getting blown away remember
3143,0,hey
3144,1,tf
3145,1,wanna see boob
3146,0,oh yeah
3147,1,kind annoying huh
3148,0,come va
3149,1,let heart troubled never see wiener
3150,0,thought someone much experience would know talk guy
3151,0,instate tuition room board
3152,1,change subject leave sex aside respect time alone want put thing head dangerous walk line need strong human also need physical must learn control
3153,1,expect nice girl crappy guy
3154,0,clean kitchen balcony living room
3155,1,making guy climax watching climax
3156,1,tell want ignore anyway sexual assault know
3157,1,really keep responding dumb cunt
3158,1,please come snuggle
3159,1,would even message im tall enough kinda douche move
3160,1,three option talking 1 kiss 2 swearing 3 calling ugly went kissing
3161,0,think first thing asked far
3162,0,provide mystery treat
3163,1,haha wanna see naked
3164,0,princess
3165,0,say back
3166,1,maybe get naked something comfy preferably naked get naked
3167,1,nada elegí ir quiero hablar de eso aunque quiero hablar sobre lo excitado que soy por ti lo grande duro que tendrías
3168,1,done anything sex
3169,1,want naked
3170,0,oh yeah hear ya haha really would watch like movie
3171,0,legit never happen
3172,1,wish could kiss
3173,0,hey shower haha
3174,0,haha sound legit
3175,1,would lot damn swimming tho social distance tour maybe potential play card right kiss haha
3176,1,clothes
3177,0,put job application
3178,1,hey sexy
3179,1,im sorry respect body follow gospel best get lost saying want nothing sure want anything butt boob walk
3180,1,seem suck
3181,1,pink tights cute think look better floor
3182,1,kiss neck tickle
3183,1,show foot
3184,0,look cute
3185,0,answering exam
3186,0,pizza taco netflix movie icecream cake night owl morning person beach mountain
3187,0,want get iphone 11 tomorrow
3188,0,haha thanks try think pretty fun lol
3189,0,busy boy
3190,0,lol
3191,1,tell somethin dirty
3192,0,7 habit highly effective people favorite book knew book converted found member shocked
3193,0,butttttttt colorado dope
3194,1,comfortable making love type sex outside marriage
3195,1,blew sense lmao
3196,1,one hand slip little far
3197,1,act normal flirty ask snapchat fine send nude photo
3198,1,tell em u gotta go yah bfs house cause desperate need yah sexy as
3199,1,dick respect would would want equal right
3200,0,sorry
3201,1,full body pic think beautiful would like see dating site important know look like
3202,0,turn
3203,0,bc recognized u
3204,0,get good body
3205,0,see anything profile tell little like like etc
3206,1,pretty fucking hot haha
3207,1,yeah might feel stiff dick pressed sorry help
3208,1,feeling little naughty
3209,1,hahhaa yah kinda app 30 date booty kissing making gay think
3210,1,want meet people want engage sexual interaction
3211,1,want sex feel making heavy touching
3212,0,love stop
3213,1,eggplant
3214,0,looking someone want
3215,1,hold body tight mine
3216,1,seem suck
3217,1,saying would reported bio inappropriate unmatched blocked
3218,0,think master program bc need someone provide
3219,0,like pick line
3220,0,gif zarwqgxulwnxty4ck4 gif mutual support gifs please update newest version mutual http media3 giphy com medium zarwqgxulwnxty4ck4 200w gif cid cecbee37988ecf6aeb27b4ad4ac6aef6c81babd4f7c5312a rid 200w gif
3221,1,skinny dipping
3222,1,could say asshole
3223,0,neither
3224,1,like farthest gone guy
3225,0,saw profile doctor went byu harvard
3226,0,bro freaking video call right
3227,0,buenas noches
3228,0,pretty good lol
3229,0,lesson week
3230,1,oh goodness wish shirt sucking boob lol
3231,1,suck tit
3232,0,entendí
3233,1,bde
3234,0,say sound lot like scammer lack able write english pushy beginning
3235,0,family play basketball many asian committed study seems like cultural thing
3236,0,really single
3237,1,jerk
3238,1,u getting wrecked rn
3239,0,like cleaning supply
3240,0,dying
3241,1,think naughty letting
3242,0,oh cool like job
3243,0,remembered
3244,0,happy sunday day going
3245,0,friend say thing
3246,0,cool good sleep
3247,1,pretty leg breast cleavage
3248,0,yeah suck
3249,0,haha spicy talking
3250,1,text show ur foot
3251,0,talk tomorrow
3252,0,fake
3253,1,u man hater
3254,0,hmmm
3255,0,hey
3256,0,asking bank name tho
3257,0,like exaggerating say think within 2 meter anyone week
3258,0,like fish
3259,0,hi member
3260,0,gif zsg9adj13dh2e gif mutual support gifs please update newest version mutual http media2 giphy com medium zsg9adj13dh2e 200w gif cid cecbee37870cc4818022efdbc109289bd476e4c5145aa547 rid 200w gif
3261,1,ha well fingered
3262,0,brings app
3263,0,let see thing go
3264,0,awe
3265,1,want sex
3266,1,say bring assless chap
3267,1,ooorrr maybe play
3268,1,sound good maybe kissing
3269,0,location say gilbert arizona mutual
3270,1,yes need blowjob everyday
3271,1,lip mine
3272,0,wait finished finished undergraduate degree yet
3273,1,quiero un bebé see podemos tener uno estoy rompiendo el hielo
3274,0,read
3275,1,well sugar baby able keep happy help calm whenever horny sexy picture stay loyal transparent
3276,0,prove catfish
3277,1,ok kind thing want horny
3278,0,ive careful
3279,1,onetime fell stair bounced around ball basement could stop bouncing
3280,0,nice name pleasure meet single one little girl
3281,0,like said lol find attractive want meaningful relationship
3282,0,agree money pocket
3283,0,jejejej
3284,0,explanation u need
3285,1,naked
3286,0,pretty eye
3287,0,really thank
3288,0,chilling
3289,0,horse cool
3290,1,banned
3291,1,introducing hell
3292,0,different new thing done liked experiencing
3293,1,like send pic see beautiful
3294,0,eu ouvi um pouco e não consegui ir até final kkk
3295,0,gif la1ujqwvdmmpq gif mutual support gifs please update newest version mutual http media1 giphy com medium la1ujqwvdmmpq 200w gif cid cecbee3790929bc9861a2353a43b6aa037dc54a373f5f286 rid 200w gif
3296,0,expect
3297,0,ok
3298,0,going hard want
3299,0,may chance
3300,1,smoked cigs since 14
3301,1,assuming mean intense making fun hahaha
3302,0,master program person cringinggggggg
3303,0,haha okay good tell
3304,0,simm eu sei
3305,0,haha course
3306,0,reacted like
3307,0,opposite charming
3308,1,much lol wanna hook
3309,0,know enough
3310,1,trying keeping as lol
3311,0,love
3312,0,say batida e gostosa like beat nice
3313,1,make whoopie lot one time thing
3314,0,imma nice kid
3315,1,look like dick sucking lip
3316,0,wow cute
3317,0,song contatinhos
3318,0,good
3319,0,talking long one know exist
3320,1,boob butt
3321,0,great
3322,1,plus calling mommy
3323,0,sipis
3324,0,oooh babe eye like call
3325,0,haha thanks
3326,1,divorced harem girl believe law polygamy still practice day want add collection lol
3327,0,say magic word
3328,0,oh hundredpercent agree boredom bit one lol
3329,1,ok physical question
3330,1,naked wearing dress underneath sheet
3331,1,real pic get ready hell storm
3332,1,id pull pant rest way id stand step closer pushing leg apart grab cock one hand rub swollen head pussy watch squirm anticipation id slowly lean forward take dick inside slowly feel every inch slide inside im fully id reach put hand head lift make watch pull hip back dick almost completely lean back keep pumping cock like making watch get covered wetness stroke wanna watch get fucked like
3333,0,hey
3334,1,girl 21 starting tf
3335,0,whoa
3336,1,hell promise quite experience lol trust
3337,1,nice pussy
3338,1,please eat pussy
3339,0,love join
3340,1,know said cuz speak bitch
3341,1,alright super disrespectful
3342,0,love know
3343,0,know beautiful
3344,0,haha hey coincidence
3345,0,sound familiar
3346,0,pjs white mint colored
3347,1,never someone go
3348,0,go school
3349,1,hey know matched mutual would love get know better going honest match way many people mutual loser ever want actually get know better feel free text call hit snapchat take care hope find looking
3350,1,making bad haha grabbed booty
3351,1,breastfeed produce enough nipple pierced good take word
3352,1,naughty lol make bad
3353,1,like bj
3354,0,yes
3355,0,alrighty
3356,0,like
3357,1,desire keep talking someone willfully ignorant racist nothing say let know ever actually want learn happy open conversation
3358,0,imessage
3359,1,think talking kiss neck pat butt sexual definitely good match normal thing even like hold hand lol
3360,1,hi blissfully inactive first took slothful church activity sure either way funny imagine cosmetologist slothful gonna go church drawn looking active member inspire corrupt
3361,1,seem cocky controlling anyways girl want
3362,1,pull right messaging hun
3363,1,good like porn
3364,0,mean
3365,0,sorry texted much
3366,1,haha talking shy making move girl sexting
3367,0,tell dumb pay 13 000 year degree
3368,1,like wait think said as hahaha
3369,0,haha yea
3370,0,good opinion feather duster
3371,0,mission u go
3372,1,oil
3373,1,oh yea sure crazy pre corona imagine unbearable hell really sorry though
3374,1,holy shit dude mean sound amazing living life anymore damn
3375,1,horny
3376,0,would better
3377,0,handle heat get outta kitchen
3378,1,slowly lick tit tongue tongue gently like circle start suck one
3379,1,haha could always spoon roommate
3380,1,bye idiot
3381,0,nothing say
3382,0,hahaha understand haha
3383,1,yeah built 6 foot rod dildo one end pocket pussy socially distanced sex jk im actually meeting lunch dinner public park meet people
3384,0,entire thing wrong
3385,0,country origin
3386,0,lived always okinawa
3387,0,dog pic
3388,0,know
3389,0,ayudar otros e genial
3390,0,gif lpr4kks0aqc79bstxx gif mutual support gifs please update newest version mutual http media3 giphy com medium lpr4kks0aqc79bstxx 200w gif cid cecbee37320b319571672dbd2bd3fb5852c3d434b4ef57f9 rid 200w gif
3391,0,good taking easy moment
3392,0,oh trying positive attitude grateful life
3393,0,ugh know
3394,0,last night
3395,1,talking going one night stand hook ups anything like talking relationship
3396,0,like
3397,1,ncmo
3398,1,ncmo
3399,0,like dang thomas perfect amazing date
3400,0,oh sorry
3401,0,haha already
3402,0,fine
3403,0,looking straightforward honest loyal woman someone trust life also trust anything
3404,1,well mean wanna lay u eat thing
3405,1,said thinking rn permanently banned mutual lolz
3406,1,kiss tongue
3407,1,actually sugar mama right
3408,0,kevinho infelizmente sim kkk
3409,0,hey app get girlfriend complaining two pining right
3410,1,wanna 3sum
3411,0,unless good people really worth
3412,0,medical condition
3413,1,gonna report rude comment
3414,0,wdym
3415,0,well
3416,1,yeah cuddling givin lovin sound better
3417,0,shopping going
3418,0,good
3419,1,brownie sound good get mad touched would
3420,1,sit face
3421,1,clarification looking date ncmo end spicy much
3422,1,haha forced wanted tea instead living dick
3423,0,good
3424,0,oh
3425,0,nice
3426,1,suck cock
3427,1,open sexuality within relationship
3428,1,looking hook
3429,1,christian want makeout someone heard good site wait lds
3430,0,matter
3431,0,happy friend
3432,0,whatever
3433,0,good hanging week night
3434,1,oh babe mind spinning knowing lip tonight wee hour morning eye
3435,1,ncmo definition non committal think kiss least move toward commitment
3436,1,naked
3437,1,softly kissing lip
3438,0,fine
3439,1,look like crap hahaha
3440,0,name
3441,1,wanna bang
3442,1,know extremely horny hard think much else
3443,1,let eat pussy
3444,1,got nerd
3445,0,good
3446,1,gay actually
3447,0,want find lol
3448,1,like make thing nature
3449,0,ok really bother
3450,0,mom house
3451,0,haha yup still another year school
3452,0,deaf
3453,1,cocaine
3454,0,ride horse hike hangout family friend swim watch movie
3455,1,naked public
3456,0,alright super rude done bye
3457,0,well choice
3458,1,well app let send picture super creepy even happen
3459,0,many people family interest hobby
3460,1,looking date ncmo end spicy much haha
3461,0,woah
3462,1,cute say something dumb
3463,1,wanted make touch
3464,0,sex
3465,1,watermelon would spit swallow seed
3466,1,ha virgin ton experience think self tongue
3467,1,sad strange little man
3468,0,hey sarah
3469,1,traditional following proc psycho crazy controlling messed
3470,1,course ask fav position orgasm
3471,0,difference like ice cream cake
3472,1,make
3473,1,ur passive aggressive
3474,1,well sound like gigolo
3475,0,cleaning taking care car shopping
3476,1,want show naked
3477,0,hand
3478,0,nothing much
3479,0,chatting another people
3480,0,church jesus christ latter day saint often informally known lds church mormon church
3481,1,ur ugly
3482,0,porque pega receita e muito mal vc sabe palavra contatihno
3483,1,send pee pee send vagina
3484,0,know
3485,0,oh fake news
3486,1,kissed one guy haha pretty picky stuff fine judge
3487,0,watching friend
3488,1,word autocorrect could used pick one used sexual one
3489,1,ball
3490,0,yes
3491,1,fuck
3492,0,know got track
3493,1,sex make like
3494,0,r u gonna
3495,1,yes see showed clothes would say
3496,0,oka
3497,0,hahaha leading question see look tonight
3498,0,haha think said
3499,0,midwife
3500,0,nice meet
3501,1,haha ever sleep naked
3502,0,ya
3503,1,currently unemployed live home heavily addicted internet porn today
3504,1,ah damn really wanted check watch see find youtube sure
3505,0,okay sorry looking someone lds lds dating site maybe try something else
3506,0,oh cool haha
3507,0,haha cool work
3508,0,hey
3509,1,u r wuss
3510,0,okay move forward know going sex marriage
3511,0,le two minute away
3512,0,truly
3513,0,tengo feos recuerdos de angol
3514,1,long drive sex
3515,1,good thing tongue
3516,0,ok record actually think though right
3517,0,hmmm pas right
3518,0,asking
3519,1,freak
3520,1,mean find build long happy relationship built trust respect love raise family christ centered home yes hell yes
3521,0,nah mate
3522,0,apparently
3523,1,jesus christ read
3524,0,yo bien
3525,1,wanna put
3526,1,help orgasm talk thing
3527,0,haha good eye
3528,1,dang rude could done
3529,0,tell gotta sit
3530,1,say say perfect say never cursed never lied like holy hell chill dude believe conversation like guy woman told steer far away guy take something say totally turn around u saying sinner shit wasting anymore time sound like psychopath going around ruining innocent woman day hope treat anybody else like would never matter much disagree opinion hopefully find peace heart hate people support president also sorry great president next 4 year
3531,0,yeah thinking steak salad could healthy day eat salad pick steak wanted meat
3532,0,like well girl blown away charming gentleman
3533,1,show big dick
3534,0,idk close right
3535,0,oh sure taught american history
3536,1,want suck cock fun mean since looking friend
3537,1,horny
3538,0,okayyy
3539,1,let social distance as cheek
3540,0,come something better next time luv
3541,1,like neck kiss
3542,1,would break every chair universe sit
3543,0,hey favorite place traveled
3544,0,lame
3545,1,pretty damn beautiful honest
3546,1,inside pussy
3547,0,wait even know name
3548,1,kiss softly probably tease
3549,1,make ok make gay joke
3550,0,sound smart rude
3551,1,yes nothing dick totally inappropriate even bring
3552,0,ur excuse married yet
3553,0,yea job
3554,1,peach
3555,1,quarantine got starved physical affection really need good old fashioned makeout
3556,0,secret
3557,1,good mormon
3558,1,yeah want spoon
3559,0,ohh truee worst haha
3560,1,ex gave hand job bathroom apartment complex sucked nipple fingering
3561,1,far say cuddle
3562,0,tonight
3563,0,que genial
3564,0,thank personal apocalypse making claustrophobic lol going get nickname
3565,1,bc im bad boi
3566,1,best kisser
3567,0,judgmental
3568,0,gif ifb1v1w3db0giw7uta gif mutual support gifs please update newest version mutual http media3 giphy com medium ifb1v1w3db0giw7uta 200w gif cid cecbee37e8bf7cc092bf84e0237744c4345d92e65f498002 rid 200w gif
3569,0,awww
3570,1,damn beautiful eye
3571,1,even mean lmao
3572,0,bank account lol
3573,0,like talk smack face
3574,1,ever sex american
3575,0,alright sound good course gotta enjoy alone time haha oh ok movie would like watch
3576,1,think super cute interested love make
3577,0,much watching thor
3578,0,also want say totally understand
3579,1,dude lds dating app looking sex wrooooong app
3580,1,like think chew mom chest hair
3581,1,dry humping till finish blunt
3582,0,yeaa lol hopefully good day continues
3583,0,awesome nice meet
3584,1,number one physical touch receiving giving love love holding hand cuddling caressing thin hug powerful love giving foot massage number two quality time especially time talking
3585,1,must warn lip mind might wander explore rest see
3586,0,touching
3587,1,shit ball
3588,0,another time haha
3589,0,oh good day still bed cuddling beloved dog
3590,0,know question
3591,0,good night
3592,1,driving way lehi kiss lol
3593,1,naked
3594,1,never oral sex anyone
3595,0,gif otbo92zetdsha gif mutual support gifs please update newest version mutual http media0 giphy com medium otbo92zetdsha 200w gif cid cecbee37c3449c485e1881957aeeac0620de0172b07874b6 rid 200w gif
3596,0,yayyyyyy
3597,0,also lds mutual
3598,0,know
3599,0,nahhh place expensive af
3600,0,uuuuuuuu felicidades
3601,0,cool
3602,0,hi
3603,0,thanks
3604,0,sweet angel cousin
3605,0,say single thing help
3606,0,really ngl gotta live 3 hour away
3607,0,haha dr pepper usual reference
3608,0,mother
3609,0,hablas english
3610,1,28 as u look 40
3611,0,treating
3612,1,wanna cuddle week
3613,1,like boob huh
3614,1,haha kiss picky
3615,0,nope way want lol
3616,0,go mission
3617,1,u like big dick
3618,1,well sex many people done lot thing like sex public toilet beach car usually like girl play submissive cuz pretty dominant
3619,1,okay couch movie cuddling
3620,1,pig reporting
3621,0,sorry maybe find someone find funny amusing
3622,1,place garbage
3623,0,making someone mad
3624,0,oh schuyler
3625,0,haha yes
3626,0,375 cuz keep circle small
3627,1,probably skinny dipping first date see
3628,1,going ask take clothes anything promise
3629,0,long brain doctor could use adjustment
3630,0,see sassy response first
3631,0,maybe committed relationship something would someone met
3632,0,think funk like american rap understand lyric like beat love hahaha
3633,0,broke
3634,1,ive done thing vaginal penetration
3635,0,really sure using app looking hook ups maybe try tinder
3636,1,also probably find app cause app dumb filled horny people
3637,1,grinding
3638,0,well uncomfortable would ask
3639,1,want go get food drive thru robe fucking
3640,0,trying hurt trying understand wish well
3641,0,listen got app morning lol
3642,1,say want cuddle instead saying want raped anyone else wanted rape find way
3643,0,speak
3644,0,really wanted able take care
3645,1,idiota
3646,1,bem parece que você tem bons glúteos
3647,1,anyways sorry f word offended child cage
3648,1,tf took
3649,0,grow
3650,0,naughtiest nice
3651,1,u know talking abt play coy time game hit got priest hood well endowed
3652,0,good morning abraka ng
3653,0,sure prank scare sure
3654,0,scammer
3655,0,talk girl differently
3656,0,meaning
3657,1,fine way put came across way irs kinda inappropriate immediately ask someone sex
3658,1,creep
3659,1,little spoon
3660,0,yeah guess addiction problem habit get way live bad philosophy habit though
3661,0,tryna make friend
3662,0,old movie scared might call old movie like
3663,0,tell
3664,1,que rico seria bailar contigo mami
3665,0,facebook
3666,1,weird stuff disrespectful creepy try cool
3667,1,push one final time cock as deep get
3668,0,happens
3669,1,screw
3670,1,awww wow sorry went guess condition trust issue intimate relationship
3671,0,okay
3672,0,fun fact mine second picture
3673,1,life hope one hell date
3674,0,hey sexy
3675,0,heyyy
3676,0,never swiped highly inappropriate swipe woman age reporting
3677,1,ive never tried breast milk
3678,0,checked
3679,1,asexual
3680,0,add
3681,0,literally middle pandemic making last thing requires take mask
3682,0,girlfriend new friend
3683,0,beautiful need tell beautiful angel
3684,1,polygamy
3685,1,kinda dirty mormon website
3686,0,would luuuv beebees around tho blessed mine still heaven unscathed
3687,1,extremely hard right lol
3688,1,okay well good luck finding ncmo partner
3689,0,chévere
3690,0,good
3691,0,well yeah something cute attractive hear
3692,0,experience
3693,0,imagino
3694,0,hey meaning ask please take wrong way lot bad experience dating apps asking snapchat ig right wanted know typically match someone want money usually use hangout kik talk social medium account cause real feel comfortable would easier chat one sorry sound rude trying protect ware anyone time
3695,0,work
3696,0,wanna hangout
3697,1,call mama
3698,0,thats nice
3699,1,penis
3700,0,supposed graduating high school
3701,1,lol love neck kiss fire fire see
3702,1,mormon sure judge
3703,1,well tell restriction might already lmao
3704,1,say want establish intimate relationship without intercourse marriage would respect
3705,1,say anything convert rms either maybe one reporting
3706,0,dm
3707,1,getting excited keep going back forth tit pull head closer boob
3708,0,natural
3709,1,still sugar mama accepted offer
3710,0,cute
3711,1,dang dirty dog
3712,0,gonna put value full time mission thomas
3713,0,school
3714,0,definitely say never boy first two thing asked went mission liberal
3715,0,gif u6fxnc2jtlbh2gkctu gif mutual support gifs please update newest version mutual http media0 giphy com medium u6fxnc2jtlbh2gkctu 200w gif cid cecbee378572373fd5c16516672a2ebe2ef6c342f36c0be1 rid 200w gif
3716,0,glad
3717,0,sheet
3718,0,yes arizona
3719,0,ok got work
3720,1,wait say virgin
3721,1,know bold ask wanna hook sometime
3722,1,bye fake retard omg
3723,1,saying scammer trying take different platform chat try get information horrible person
3724,1,ok instead rude calling fake actually put effort asshole sound fair
3725,0,heyy
3726,1,woke wood gotta deal good morning
3727,0,hey man touch drum set
3728,1,make kissing
3729,0,live alone
3730,1,well kissing make byu fan
3731,0,say something
3732,0,chat insta account
3733,0,last night
3734,1,creepy
3735,1,tall gotta ride sound like sexual double entendre bot bread butter messaging first think im hot ppl want slide dm made jump conclusion
3736,0,came fiery
3737,1,look eye bite neck bit
3738,1,sex
3739,0,u know every guy bad lol
3740,1,like sucking dick
3741,0,oh come throwing small little compliment towards way
3742,1,naked yoga thing
3743,1,repentance sex member sex want fix
3744,0,literally
3745,1,pounding
3746,1,hmmm well put simply could def use hot makeout sesh
3747,0,cuz friend serve mission got married
3748,0,saying say time
3749,1,please shit
3750,0,sending message
3751,0,u speak english
3752,0,hello hello
3753,1,know abortion thing
3754,1,hey u nice lip
3755,0,teacher
3756,0,need boy
3757,1,idk man kissed 3 day ago 2 week might much
3758,0,dolled bed time
3759,0,looking friendship relationship
3760,1,ok know ho
3761,0,bye ummatching got time
3762,1,minha fama de faz gostosa aumento meus contatinhos ja faz tempo que nao durmo sozinho
3763,1,come suck face haha
3764,0,facebook trying trust cause always get guy u scam
3765,0,gif 3ehjyy8qolfo4 gif mutual support gifs please update newest version mutual http media2 giphy com medium 3ehjyy8qolfo4 200w gif cid cecbee37e3d47405ce55881fb01656710464655b2b8a7dcf rid 200w gif
3766,1,said horny
3767,1,child lmao
3768,0,ugh sorry weird idk slow good socializing kind question
3769,1,wanna talk making lol really know
3770,1,want hookup
3771,0,hopefully made sense
3772,0,19 physical therapy
3773,1,haha yes see ex never cooked kitchen slapped butt haha
3774,0,dope haha
3775,0,hey im new area want show around sky
3776,0,really like iphone friend told get one
3777,0,like fun
3778,0,hanging
3779,0,nice time friend
3780,0,hand worst personality boy met
3781,1,7 year old cousin make better come back oooo gay cool
3782,0,idk feel like need girl mix lol
3783,1,sorry disappoint send nude receive nude either much respect start relationship like
3784,1,haha see changed kind hoping make
3785,1,piece work
3786,0,back
3787,0,go get something eat lol
3788,0,real question sit pineapple pizza debate
3789,0,good lil missionary
3790,0,move
3791,1,bad
3792,1,f
3793,0,believe boldness disrespectful
3794,0,first photo fav think bathroom hoodie would better
3795,1,great kisser also naive lol
3796,1,nah guy asked talk ended sending photo penis looking
3797,0,see vigor member church jesus christ latter day saint
3798,0,glad getting know
3799,1,least name fish close leg bro
3800,0,guess real lol
3801,1,gonna bitch delete app fool
3802,1,looking hookup lol
3803,0,go lima mission find
3804,0,ya
3805,0,first day site coming guess get rule game
3806,0,want sex
3807,0,yes want know know trust babe
3808,1,yeah looked also say dry humping rubbing crotch cuddling mutual masturbation true lol
3809,0,ogden hour south logan
3810,1,multiple wife plural marriage polygamy
3811,1,anyways looking serious relationship someone shit together good person
3812,1,know sex
3813,0,pretty boring lonely amazing considering haha
3814,0,haha well sample never hurt nobody
3815,0,never experienced
3816,0,ok
3817,0,want say something
3818,1,least making else ya thinking
3819,0,hi
3820,1,feel pretty good deep throating skill
3821,0,55yrs petrochemical engineer working project offshore also bitcoins investment trading made first million 34yrs old bitcoins exchange since life luxurious one
3822,0,watched tiger king lol
3823,1,mean poor dead sense humor yeah guess
3824,0,never gonna come girl dm way mine sweep foot tell
3825,1,course ya cute as
3826,0,like friend
3827,0,fix personality try app
3828,1,keep reaching made clear wanted know contact want anything except left alone stop txting harassing get
3829,1,physical part relationship emotional part relationship
3830,1,brazilian body
3831,0,uuu então você fala português
3832,1,funny say black child murdered pro choice know black child aborted race know pph set shop every inner city opportunity help black mother abort child
3833,1,looking someone sex
3834,1,naughty sexy
3835,0,fly
3836,1,want touch naked body
3837,0,someone master degree program u sure hard time reading
3838,1,lol pussy licked last
3839,1,gross stuff naked
3840,1,know washing back feel something hard throbbing bottom booty complete accident
3841,0,awesome long
3842,0,lol mission
3843,0,whenever feel bad come talk terrible dude
3844,1,stayed naked
3845,1,well least sexy underneath
3846,1,last time sex
3847,0,worst personality trophy
3848,1,oh yeah baby drown juice
3849,0,really cool nice
3850,0,oh nice internship moving around lot
3851,1,hella
3852,0,would like number good
3853,0,like example
3854,1,word day leg let meet place spread word
3855,1,im good talking dirty
3856,0,ok
3857,0,get master degree year keep thang
3858,0,watch tv
3859,1,would go cuddling kissing
3860,0,chicken talk face face
3861,1,well kissed bro
3862,1,damn thought dating someone
3863,0,call mommy though
